Title,Creator,Contributors,Extent,Date,Source,Subject,Description,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Program, no date, Program entitled Missionary Work is Fulltime Job, page 3",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea88-12,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1221,1221,1222.jp2,/adamsea/image/1222.jp2
"Program, no date, Program entitled Missionary Work is Fulltime Job, page 4",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea88-13,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1222,1222,1223.jp2,/adamsea/image/1223.jp2
"Clipping, no date, A clipping from the Benevolent and Endowment Association of S. C.",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Clippings,adamsea88-14,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1223,1223,1224.jp2,/adamsea/image/1224.jp2
"Eugene Avery Adams papers, 1892-1968, folder 88; no date","Adams, E. A. (Eugene Avery), 1886-1958",,1 folder,,"Manuscripts Annex, letter size papers, 12 December 1892 to 31 May 1968 and n.d. (folders 1-97)",African American Methodists--History; African Methodist Episcopal Church--South Carolina--Clergy; Columbia (S.C.)--Social conditions;,,"Eugene Avery Adams papers, 1892-1968",https://digital.library.sc.edu/collections/eugene-avery-adams-papers-1892-1968/,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",Civil Rights Era (1955-1969),,English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF",2016-03,Still Image; Text,image/jpeg,Manuscripts;Clippings;Programs;Church records;Lists;Fliers;Advertisements,,,Sarah Moore;Becky Thompson,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1224,1224,1225.cpd,/adamsea/supp/1224/index.pdf
"Advertisement, 1958, Announcement by the Conference on Voting Restrictions in Southern States  about a lecture on Sunday April 27 with Aubrey Williams serving as keynote Speaker",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Advertisements,adamsea71-01,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1225,1225,1226.jp2,/adamsea/image/1226.jp2
"Flier, 1958, Quarterly Conference Schedule-possibly a part of the Program for the Quarterly Conference",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Fliers;Advertisements,adamsea71-02,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1226,1226,1227.jp2,/adamsea/image/1227.jp2
"Program, 1958, Quarterly Conference Schedule for the Marion District of Northeast South Carolina Annual Conference, front cover",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Programs;Church records,adamsea71-03,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1227,1227,1228.jp2,/adamsea/image/1228.jp2
"Program, 1958, Quarterly Conference Schedule for the Marion District of Northeast South Carolina Annual Conference, page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea71-04,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1228,1228,1229.jp2,/adamsea/image/1229.jp2
"Program, 1958, Quarterly Conference Schedule for the Marion District of Northeast South Carolina Annual Conference, page 3",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea71-05,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1229,1229,1230.jp2,/adamsea/image/1230.jp2
"Program, 1958, Quarterly Conference Schedule for the Marion District of Northeast South Carolina Annual Conference, page 4",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea71-06,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1230,1230,1231.jp2,/adamsea/image/1231.jp2
"Report, 1958, Report listing income for unknown month",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Reports;Financial records,adamsea71-07,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1231,1231,1232.jp2,/adamsea/image/1232.jp2
"Advertisement, 195? January 6,  Advertisement asking for subscriptions to the Palmetto Leader a weekly newspaper",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Advertisements,adamsea71-08,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1232,1232,1233.jp2,/adamsea/image/1233.jp2
"Advertisement, 195? January 6,  Advertisement asking for subscriptions to the Palmetto Leader a weekly newspaper, subscription order form",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Order forms;Forms,adamsea71-09,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1233,1233,1234.jp2,/adamsea/image/1234.jp2
"Letter, 1958?, Modjeska Montieth Simkins to the editors on Allen University Certification Matter",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea71-10,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1234,1234,1235.jp2,/adamsea/image/1235.jp2
"Letter, 1959 January 13, C. W. Abrington to Rev. Adams about a meeting with Rev. Jenkins, page 1",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea71-11,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1235,1235,1236.jp2,/adamsea/image/1236.jp2
"Letter, 1959 January 13, C. W. Abrington to Rev. Adams about a meeting with Rev. Jenkins, page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea71-12,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1236,1236,1237.jp2,/adamsea/image/1237.jp2
"Report, 1959 January, Statistical and Financial Report of Good Samaritan-Waverly Hospital for January",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Reports;Financial records,adamsea71-13,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1237,1237,1238.jp2,/adamsea/image/1238.jp2
"Report, 1958?, Report of cash paid on account during December",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Reports;Financial records,adamsea71-14,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1238,1238,1239.jp2,/adamsea/image/1239.jp2
"Letter, 1959 February 8, C.H. Holt to Rev. Adams about a Founder's Day  program planned at ST. James A.M.E. Church",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea71-15,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1239,1239,1240.jp2,/adamsea/image/1240.jp2
"Eugene Avery Adams papers, 1892-1968, folder 71; 1958-February 8, 1959","Adams, E. A. (Eugene Avery), 1886-1958",,1 folder,1958;1959,"Manuscripts Annex, letter size papers, 12 December 1892 to 31 May 1968 and n.d. (folders 1-97)","Adams, E. A. (Eugene Avery), 1886-1958--Correspondence; African American Methodists--History; African Americans--Education (Higher); African Methodist Episcopal Church--South Carolina--Clergy; Good Samaritan Waverly Hospital (Columbia, S.C.); Allen University--Records and correspondence;",,"Eugene Avery Adams papers, 1892-1968",https://digital.library.sc.edu/collections/eugene-avery-adams-papers-1892-1968/,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",Civil Rights Era (1955-1969),,,,,Still Image; Text,image/jpeg,Manuscripts;Letters;Correspondence;Reports;Financial records;Order forms;Forms;Advertisements;Programs;Church records;Fliers,,,Sarah Moore;Becky Thompson,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1240,1240,1241.cpd,/adamsea/supp/1240/index.pdf
"Letter, 1962 August 27, John S. Hunter to President Howard Wright of Allen University about salary",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea84-01,,,"^357
83*81 10811 1it. A £ ,onhuret ^t a.x*
wort «*» 188®
Preeitent Rowa»8 right
Allan university Columbia 4, % C*
Dear Dr* bright!
tide letter oMee at a follow up to our previous conversations, at ’hidh time we both discussed in Retell our thoughts and feelings regarding ay pre® nt salary.
saving serve* Allen faithfully aa* with utmet loyally for the n at twelve year?, newer complaining, and willing iving of ay services whenever exiled upon, I nuet again reiterate ay die* eatief-otion with the salary that ^e been offered ne for the oozing school year.
X an activated by the increase in duties to be erforped, as □ell as the increased oust of living «hioh in Vimselvee ®srr nt edditipnal mnenUon* ’bile there ere nth r factors th^t 1 hre tafrM into ooneidemtion in arriving at ay deol aion, X feel that aforementioned are parosount in importance*
Th^re cun be no question as to ay desire to continue to serve the flatter of our fine University as it forges to the front a* one of the lading institutions* end X therefore, respectfully rockiest that reconsideration be given sty previous request for a review salary schedule for the ensuing year*
four prompt attention to this matter will be greatly an reel ate*.
Very truly yours.
J3f^j V'>8 “jIokM
00 toJ
'ishop arey 81bbg»
Chairman, Board of ’'ruetees, r, R, e, '^mMe), chairman, Teiohera Oocnittee
Dre *• % Mane, Chairman, finance
to",,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1241,1241,1242.jp2,/adamsea/image/1242.jp2
"Letter, 1962 September 5, James H. Alford to Dr. Adams thanking him",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea84-02,,,,,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1242,1242,1243.jp2,/adamsea/image/1243.jp2
"Letter, 1962 September 6, Mrs. Alice Brown to Rev. Adams to asking for rise to a salary, page 1",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea84-03,,,"1228 Heidt Street Columbia, South Carolina
September 6, 1962
Rev. E. A. Adams, Chairman
Board of the Good Samaritan Waverley Hospital
2113 Lady Street Columbia, South Carolina
Dear Mrs Chairman:
I am sure you will agree that the cost of living has doubled in the past year. With uncounted added expenses, more money is needed to meet certain obligations. For these reasons, I am asking you to raise my salary to one hundred dollars. I have been waiting to see what would happen, but I just cannot continue to be responsible for my departments if I cannot get it.
I am sure that you did not know that you have only four Registered Nurses on the staff that are not working on a full timejob. Two of them have been there less than six months. This does not speak well for the hospital because they are just working until they get tired. I am sure you know that they would not quit a job that paid more money. Mr. Chairman, Good Samaritan needs good nurses, as does any other hospital, but if the pay is poor, you will have them changing every month or every week. This is not good. We need intelligent nurses on the staff. We have just about everything a small hospital should have in the line of equipment, but if the nurses are unable to use it properly, orgive it to the doctors, we may as well not have it.
I am the only nurse that has been there over five years. I cannot do any more than I am doing to satisfy the doctors. I go out of my way to help, but more cooperation is needed. The main reasons for lack of it are poor salaries and inexperienced help. Seemingly, there is too much help in some departments and not enough in.others. Of course, this would come under the arrangements of the Chief Nurse. There is poor organization and lack of ingenuity. I am supervisor of the operating room and central supply. These departments' work has tripled since I have been there. This means that I need more help.",,2016-12-14,2016-12-14,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/1243,1243,1244.jp2,/adamsea/image/1244.jp2
