"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Lists of Names, Addresses and Notes, Page 23","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 23 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-123","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2465",2465.0,"2466.jp2","/p17173coll38/image/2466.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 24","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 24 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-124","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2466",2466.0,"2467.jp2","/p17173coll38/image/2467.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 25","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 25 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-125","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2467",2467.0,"2468.jp2","/p17173coll38/image/2468.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 26","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 26 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-126","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2468",2468.0,"2469.jp2","/p17173coll38/image/2469.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 27","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 27 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-127","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2469",2469.0,"2470.jp2","/p17173coll38/image/2470.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 28","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 28 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-128","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2470",2470.0,"2471.jp2","/p17173coll38/image/2471.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Lists of Names, Addresses and Notes, Page 29","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A list of names, addresses and notes.","1 item ; Page 29 of 29","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-129","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2471",2471.0,"2472.jp2","/p17173coll38/image/2472.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"South Carolina Circulation: First Quarter, 1957, John Henry McCray, Page 4","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","The South Carolina Circulation for the First Quarter, 1957 by John H. McCray.","1 item ; Page 4 of 5","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-133","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2475",2475.0,"2476.jp2","/p17173coll38/image/2476.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Circulation Report Afro-American Newspapers, South Carolina, Page 2","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A circulation report of the Afro-American Newspaper in South Carolina.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-27-141","","Joshua Schutzenhofer","","2021-10-07","2021-10-07","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2483",2483.0,"2484.jp2","/p17173coll38/image/2484.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. McCray from D. A. Bradley, April 10, 1958","","McCray, John Henry, 1910-1987","1958-04-10 00:00:00","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A letter to Mr. McCray from D. A. Bradley sent on April 10, 1958.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-28-024","","Joshua Schutzenhofer","","2021-10-12","2021-10-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2509",2509.0,"2510.jp2","/p17173coll38/image/2510.jp2","1958","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. James Henry Murphy from John Henry McCray, May 27, 1958","","McCray, John Henry, 1910-1987","1958-05-27 00:00:00","","Manuscripts; Accession 11294.","Afro-American Newspaper Company","","","A letter to Mr. James H. Murphy from John H. McCray sent on May 27, 1958.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Blackville, Barnwell County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-28-033","","Joshua Schutzenhofer","","2021-10-12","2021-10-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2518",2518.0,"2519.jp2","/p17173coll38/image/2519.jp2","1958","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John Henry McCray from M. A. McPherson, Page 1","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Civil Rights","","","A letter to Mr. John H. McCray from M. A. McPherson.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Orangeburg, Orangeburg County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-28-038","","Joshua Schutzenhofer","","2021-10-12","2021-10-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2523",2523.0,"2524.jp2","/p17173coll38/image/2524.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John Henry McCray from M. A. McPherson, Page 2","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Civil Rights","","","A letter to Mr. John H. McCray from M. A. McPherson.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Orangeburg, Orangeburg County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-15 00:00:00","Text","image/jpeg","Documents (object genre)","mccrayjh01-28-039","","Joshua Schutzenhofer","","2021-10-12","2021-10-12","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/2524",2524.0,"2525.jp2","/p17173coll38/image/2525.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
