"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"John Henry McCray Papers, Box 3, Folder 27","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8338",8338.0,"9035.cpd","/p17173coll38/image/9035.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 32","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8372",8372.0,"9069.cpd","/p17173coll38/image/9069.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 40","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8615",8615.0,"9312.cpd","/p17173coll38/image/9312.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 36","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-03","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8649",8649.0,"9346.cpd","/p17173coll38/image/9346.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 39","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-03","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8655",8655.0,"9352.cpd","/p17173coll38/image/9352.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 37","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-03","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8682",8682.0,"9379.cpd","/p17173coll38/image/9379.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 34","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-03","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8726",8726.0,"9423.cpd","/p17173coll38/image/9423.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 35","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-03","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8752",8752.0,"9536.cpd","/p17173coll38/image/9536.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 41","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/9018",9018.0,"10081.cpd","/p17173coll38/image/10081.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 44","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-22","2021-11-22","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/9031",9031.0,"10277.cpd","/p17173coll38/image/10277.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 43","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-22","2021-11-22","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/9106",9106.0,"10352.cpd","/p17173coll38/image/10352.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 42","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-22","2021-11-22","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/9244",9244.0,"10490.cpd","/p17173coll38/image/10490.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 24","","","","","Manuscripts; Accession 11294.","","","","","1 Folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-22","2021-11-22","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/9252",9252.0,"10681.cpd","/p17173coll38/image/10681.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 38","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-03","Text","image/jpeg","Documents (object genre)","","","Joshua Schutzenhofer","","2021-11-30","2021-11-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/9347",9347.0,"12423.cpd","/p17173coll38/image/12423.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 1, Folder 01, Journalism","","McCray, John Henry, 1910-1987","1932-1935, 1941-1942","","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Great Depression (1930-1938);World War II (1939-1945)","Charleston, Charleston County, South Carolina, United States; Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-07 00:00:00","Text","image/jpeg","Documents (object genre)","","","Chauna Carr","","2021-11-30","2021-11-30","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/9377",9377.0,"12453.cpd","/p17173coll38/image/12453.cpd","1932","",0,False,False,False,True,False,"['Empty Transcript']","[]"
